"2","I'm not a brunch type of person because I'd rather save my appetite for lunch or dinner. However some of my friends are brunch type people and the last 2 visits to Las Vegas I went here to eat with them. Sometimes I surprise myself for being able to wake up on time for a meal this early in Las Vegas. Might be tricky to find but it's below lobby level of The Venetian.\n\nThe food here is very good, and the selection of different type of brunch food and pastries is big. Both times that I've been here, we had to order the foie gras spread. So delicious! Corned Beef Hash was what I had and the portions are very big. \n\nOur waitress was friendly and knew the menu very well."
"1","This place is ok. The food is decent besides the overpriced fajitas that had overcooked meat. The main issue is the terrible service. They argue with you on where you sit and had to ask my waitress to stop grabbing with the hostess to do her job. I am currently trying it again and the waitress is exceptionally impatient and seems to not want to be here at all. The only good experience has been the first time we came here and the manager was fantastic and so was the server. How that has seemed to change. The night crew here is terrible."
"1","So one afternoon, stopped by to eat a chicken teriyaki sandwich. Looked pretty good.\n\nI have this weird thing of chopping my subs into one bite sizes, so was doing that as usual.\nafter I have half of my sub, I find a piece of chiken..... pink inside.\n\nThey served me a half raw chicken sub!\n\nI mean, I noticed this cause of my weird hobby of chopping my sandwich but if I didn't, I probably wouldn't of noticed. . .  don't wanna think about that.\n\nI went to show them that and, they remade me a new chicken teriyaki sub (which was nice) but. . .  I totally lost my appitite and was scared of imagening finding another half raw chicken in my sandwich.\n\nThere's other subway's in town so probably go to those, never back to this one."
"2","Friendly Donut is another favorite donut shop of locals.  A family friend has been raving about them for years and we finally took her advice. And yes, the donuts were good. \n\nIts tucked away in the corner of an old strip mall right in-between a shoe repair shop and a chiropractor. Just look for the simple DONUTS signage. You would pass them buy if you looked only at the store fronts. The interior decor was exactly what I would expect from a good donut shop...simple, a few random pictures, a Buddah statue,  bamboo plants, a advertising board for local business, and a few old tables and chairs. Don't ever judge a donut shop by their dirty tables...judge them by how many people are sitting at those tables! In the mornings, Friendly's has their regulars that will walk thru the door and the lady behind the counter already knows what to get them. On any given morning you'll see all the regular old timer HotRod builders  having donuts talking shop. And you get to check out their cool cars out front.\n\nNow on to the goods...The donuts were similar to another donut shop, I won't name drop...but it rhymes with Donalds Robots LOL! We always pick up a dozen or two of misc of donuts and just take a bite from each one...but our favorites are the maple bars. Its light and fluffy with a delicious glaze. The chocolate covered bars are also good. I'm not a big bear claw fan, but I loved it. It was a good combo of donut and the right amount of flavorful apple fillin...it was just right.. My wife loves the cinnamon roll, its pretty big fluffy donut with a nice taste of cinnamon and glaze.  My in-laws love the Bavarian cream and so does all the old timers who frequent the place. We just tried their maple covered buttermilk donuts and WOW...I think we found ourselves another favorite. We here the apple fritters are good but we haven't tried them yet.\n\nPick up your donuts in the AM (they are open 7 days a week from 4am-10pm), its fresh and you won't be disappointed. Plus you'll have a better selection. The donuts are also CHEAP...I recently picked up a dozen mixed and a dozen donut holes for under $10.00...not bad. And another tip: CASH ONLY! not to worry their are many ATM/ Banks on Boulder Hwy.\n\nFriendly's is right up there with the best of Las Vegas donut shops and it would hang with any of the LA donut shops. Shame on the people who say that Las Vegas has crappy donut shops...here's a tip- you won't find a good donut shop on the LV strip. Look with your mouth not with your eyes.\n\nAloha"
"1","My boyfriend and I decided to come here to try our luck at the roulette tables here and this place is the worse casino ever to gamble.  When we walked in we noticed that NOBODY was here gambling but that didn't stop us.  We went to a roulette table where it was a $10 minimum and decided to play.  First off the tables seemed filthy and dirty with stains all over like they don't know how to take care of their tables.  My boyfriend accidentally spilled his beer on the table and the dealer looked at him with a disgusted look and rolled her eyes at him and off top that was the first negative thing I noticed.  He continued to play at the same table and was standing at the corner of the edge of the table where its hard to reach all the numbers on the other side.  Usually when he can't reach all the numbers he gives his chips to the dealer and tells her which numbers he wants his chips placed (which is NEVER EVER a problem at any other casino but here) and after a couple of times she seemed very snobby and gave him attitude about it.  She actually told my boyfriend to move closer to the middle so that she wouldn't have to place any of his chips for him because it was so hard for her to do! I guess it was so difficult for her to do because that means she would have to pay attention to what's going on with the game.  After she told my boyfriend to move with such harsh attitude that's when we decided to leave! Worse customer service ever!!!!!!! Who the hell hires these people?! And they wonder why people don't gamble at their casino.  \n\nNew York, New York please get your sh!t together.  I will never be coming back here for anything.  Worse casino ever."
"2","Wow... Just had two amazing sandwiches!\n\nFull montagu and caribbean jerk chicken are both delicious sandwiches.  The bread is nice and soft.  Best sandwiches I ever had.  \n\nThere was a line during lunch time, but it goes pretty quick.  No trouble finding a table either."
"2","All you need to know is $2 for an ice cream sandwich! \n\nThe staff was friendly, it's easy to get to, and it's clean. There is not a lot of seating but we were lucky and grabbed a bench out front. \n\nI grabbed a double chocolate chip cookie and a chocolate chip cookie with coffee ice cream sandwiched in the middle. The cookies are soft and chewy. It was a perfect afternoon treat :-)"
"2","Mimosas are to die! Fresh squeezed orange juice that they make for every glass. The servers are so knowledgable in the quality of food and even offered to walk us through the gluten free options. Especially Sam! She really seems to love what she does and was on her A game. Will definitely be coming back !"
"1","From the 9 years of living here, never have they ever screwed up my order. Until recently. I order regular tacos - they give me taco supremes. I order no potatoes in my double potato burrito - they give me potatoes. I get the double cantina CHICKEN quesadilla - they give me steak. I think the employees need to be less self centered & focus on their customer service."
"2","I was all excited to go to this place and then read some mixed yelp reviews, and started wondering.  \n\nWent around 5:30pm on a Sunday evening, and had 5 minute wait. But by the time I left around 8pm, there was a massive crowd inside and outside waiting. Moral of the story....go early.  I showed the coupon to the hostess just to make sure it would be good, and also handed it first thing to our waiter (just because of some of the random coupon mishap experiences mentioned on yelp).  No problems at all.\n\nI'm happy to say this was a great experience. Had joined the eclub and took the email coupon....I'm not sure I would spring for the full price dinner.\n\nService is AMAZING.  Very personable, not overwhelming, extremely professional.  I read some complaints that the cheaper cuts of meat tend to come around more often. Just ask your server or the current person offering meat to your table to send something around. We asked if filet mignon was on the menu for the evening, and less than 5 minutes later the filet mignon guy swung by the table. No annoyance from any of the servers at all. \n\nThe \""salad bar\"" is more like salad/antipasto bar.  But I love antipasto so that wasn't a problem for me.  Spicy cauliflower had me hooked, and the other fresh salad greens, veggies, cheeses were great. The potatoes au grautin over at the salad bar were also splendiferous...yeah that's not a word but it is now.  I would actually consider going back for just the salad bar option (though not sure how much that costs).\n\nThe filet mignon was by far the best, but all the other beef was also extremely tasty. The chicken wrapped in bacon was also good (although how can you go wrong wrapping something in bacon).  I didn't get to warn my partner in time about the yelp reviews regarding the lamb....and those reviews were totally right.  Not our cup of tea.  \n\nYes, the meat is decently salty. Yes, because the salad bar has a lot of antipasto things, it is also salty. But honestly, I was pretty happy with the quality of food.  The exceptions were the lamb and the mashed potatoes brought to the table...the mashed potatoes were indeed toooooooo salty. Did I mention the potatoes au grautin?\n\nWith the coupon, one glass of wine, one soda, $92.  I kind of figure that if you get a filet mignon dinner from a nice restaurant, it will run you at least $35, and with the wide array of meats available, and the fact you could eat as much as you want, that seemed fair.  \n\nIf i had another coupon, think I'd go back. Full price...ehhhh...not sure just because of budget. But I think this place is worth a swing through. The food is definitely very decent, and the service makes the experience great."
"2","Taco Bell... I favor the #7 and #8. Sometimes with nachos, sometimes with a burrito. However, a #8 with a burrito is like 1375 calories if you choose soda with your included drink. I think it's worth it sometimes... Other times I shudder the thought."
"2","Just moved here from vermont looking for great pizza and wings. Well we found it. Pizza is hot crisp tasty. Wings hot, spicy , like i like them to be, staf is friendly and know how to take care of their customers.  They sre quick snd keep your drinks full and bus the table. Nice. Keep up the good work."
"1","4 bottles between 5 people...I asked for water and our waitress told me I need to buy it. I need to pay for an $8 water after we dropped so much for 4 bottles at the table? Is Tryst really that money hungry?..I said that's fine, bring us water and I'll pay for it. Water was never brought. In the entire time we were at our table, our waitress came over maybe 4 times. Maybe. We pretty much took care of ourselves while she was busy dancing on stage and in the walkways. Maybe she should apply for a dancer position and tryst should hire legit waitresses....I've been to Vegas several times and this was very poor bottle service."
"1","so torn on this review - have to say, have been to the location on Camelback and the one on McDowell and the chicken soup at both locations is amazing. BUT - seriously - the kids quesadilla is just plain gross. It looked and tasted like bottom barrel over processed Velveeta. I am now afraid to try anything else on the menu - if you can't get a simple dish like tortilla and cheese to taste halfway decent, there might be a problem. But have to reiterate - the chicken orzo soup is simply divine!"
"1","My  partner  was  in  Banner  Del  Webb  Hospital  twice  in  a  six  week  period.  The  emergency  room  was  a  zoo  of  young  thoughtless  nurses  and  doctors. Very  poor  attitudes  and  not  listening  to  the  problem.  Young,  smart-ass,  know  it  all  attitudes.  Hospital  floor  3 D  is  the  pits.  Lousy  housekeeping,  bed  not  changed  in  3  days,  wastebaskets  not  dumped, floor  in  room  and  bathroom  filthy.  Toilet  seat  not  bolted  down  and  easy  for  an  elderly  patient  to  fall  off.  Some  staff  was  very  good  but  several  were  absolutly  terrible.  Whole  attitude  on  floor  3 D  needs improving.  \n\nVery  mediocre  place.  Avoid  Banner  Del  Webb  if  you  can.  Go  elsewhere."
"1","You know how they have all those television commercials saying, \""If you have a job, we'll put you in a car?\""  This is supposed to be regardless of credit history or location of said job.  I took it for what it was worth, and provided a legitimate job offer to them, one with a starting salary of $55,000/yr, in the door.  I know I have a bad credit rating, as I am still recovering from filing a Chapter 7 Bankruptcy just over 2 years ago, so I am expecting a higher interest rate, which I will have no problem paying to re-establish my credit rating.\n\nI was told that my possible trade-in car wasn't worth much as a trade-in, but if I could come up with $1,000 as a down payment, they would be willing to waive the trade-in requirement and pre-approve me to get into a newer car.  I took the salesman at his word and found a third party individual who was in dire need of a car, and he bought my car for over $1,000.  I called up my insurance company to put in notice that I was purchasing a newer car and needed to upgrade my State minimum to full coverage.  My premium was duly increased, but since I was still covered until the middle of July, I didn't have to make any payments until next month, so all is well so far.\n\nI find out my loan was approved by the bank, but there was a small hiccup:  The bank would not release the funds to the dealer until the first day of my new job.  The new job starts on June 6th, 2011, and the dealer's owner decides at the last moment that he doesn't want to approve the deal because, Heaven forbid, the new job is in Washington, DC...700+ miles away from the middle of nowhere.  The dealer is afraid that just because I have a job offer, it doesn't mean I have been hired, and if I take their 2003 Mercury Grand Marquis to Washington, D.C. and am unable to pay for my car, they have no way of getting their car back.\n\nSo I am now left out in the cold, without a car from O'Brien, without a car that was actually running because I had let someone else purchase it from me, expecting to get a newer car, and now I have to take a bus or train to Washington, DC with just a duffle bag full of clothes and $1,000 in my pocket.  Thanks O'Brien, your false advertisements made such a difference in my life.  So where's the fine print saying that the customer's job offer has to be within 150 miles of the dealer?"
"1","Place has really gone downhill... Using cheaper ingredients and still charging same expensive prices... Very disappointed. Food was terrible"
"1","Wir waren zum brunchen da und es hat uns leider nicht \u00fcberzeugt."
"1","The only reason why I'm giving them 2 stars was because I liked my waiter. We have been waiting to visit this restaurant for a month now. My husband, me and my brother in law all went to try it.  We have read all the reviews online and decided that we wanted to try the Sunday special fixed dinner. We came in super excited to try the four course dinner, Australlia month, and even decided to order a $75 bottle of wine. Which by the way, I got this bottle at The Keg for $20 cheaper and it was a 2005 instead of the 2006 they offered. Right off the bat, we had dirty silverware and had to ask for clean ones.  We started of with a soup...taste was good, but eat one of us ended up with a different portion of pork...me being the least amount.  The salad came out and we got 3 halfs of shrimp, when everyone else got 3 hole shrimp.  We got through the entire bottle of wine before our dinner came out, thats how slow eat course came out.  The main corse came out and we all got the kangaroo, once again not one of us got the same amount of food and each one of us had a different doneness of the meat.  Finally dessert came out and I was super excited to try it. The waiter brought us out new silverware for our dessert, and once again we had to ask for some clean ones.  Once we got the dessert, we found that the meringue was too hard to cut with our forks and wasn't worth all the trouble to eat it. I would not recumend this place for people that like good food.  Please spend less money and go to La Stalla in down town Chandler. We are mad at ourselves for not going there tonight.  Make sure when you go to La Stalla, you get a shot of lemon chello at the end of dinner, its homemade, like everything they have there.  The bes part of La Stalla is there prices are cheaper then The Cork, and its worth every penny."
"1","The most horrible and terrible experience.\n\nI went to this place with my family for lunch buffet, the buffet is over priced $14.99 per person and the following are the items in buffet.\n\n1 veggie soup - flavor less and watery.\n2 cheap appetizer \n\n3 Chicken tikka\n4. steamed rice\n5. lamb curry\n6. Fish curry \n7. veggie curry - no salt and veggies were uncooked and raw.\n8 lentils - flavorless, no salt \n9 rice pudding \n\nService is very bad, there was a middle aged waiter who has an attitude problem.\n\nThe decor is good and looked expensive and therefore it seemed they want to feed customers garbage at expensive rate and make up for the decor cost. \n\nFor the kind of money they charge I could have had better meal in one of the casinos.\n\nThe very thought of this place enrages me and my family because we spent nearly $100 for this crap.\n\nWill never ever go to this place, the owners of this place"
"2","Came here to meet some friends, who claimed this was Korean BBQ even though it's titled Tofu Hut.  Well, they were right, and the story behind the name is they expanded their business and menu to now include lots of Korean meats.  \n\nThis place was great. The servers were very attentive, the sides were tasty, and the price for AYCE BBQ was very reasonable.  \nWe had a big table, so we got like 4 different meats to start...I like all of them, but the cow tongue was a tad \""organy\"" to me.  My favorite was the prime rib steak cuts. \n\nMy only true disappointment is although they serve a chopped salad, they do not have lettuce leaves to wrap the food in.  This is the way I have always eaten it, so I was sad they did not have this option.  But due to the other positives, I still give this place a 5...and I would eat here again....I'll just bring my own head of lettuce.  BYOL ;)"
"2","This review is for the Uptown location.\n\nLots of win here. \nStopped in without a reservation to celebrate a friend's birthday.\n\nGreat, knowledgeable service, \nWarm, pleasant atmosphere, \nWorthwhile wine list,\nDelicious charcuterie and cheese offerings ( Humboldt Fog, anyone?)\n\nDefinitely a welcome Uptown addition."
"1","I was there to have their appetizer as those are my favourite appetizers in France.  However, I was really disappointed as the appetizers were so pricey with the portion that they serve... I think I will never come back here again."
"2","I like this place a lot and come here often. They always give a lot of cream cheese (my favorite part) and their bagels are big and fresh.  I typically get the onion or the blueberry bagel with plain cream cheese and it never fails to make my morning.  I've had the lox sandwich once too and it was really good, so I definitely recommend that as well.  Service is great and fast, great variety in bagels and sandwiches."
"1","We stayed here for a couple of days this summer. The beds were the best part of our stay since they were super comfortable. We honestly didn't stay here that much after we discovered the tram to Aria. We spent a lot more time there than we did at the Monte Carlo. It was decent for what we paid. The pool area is nice since there are a lot of options. Food is alright."
"2","I had the good fortune to have my birthday dinner here tonight and it was really one of the best meals I have ever had....really.\n\nI opted for the dover sole that was deboned table side...(gasp). I mean who goes to a steakhouse to have fish,right?  It was cooked to perfection. \n\nDefinitely the place for a special night out...the view is gorgeous."
"2","I have used At Your Curb to detail three of my vehicles now, one of which I was selling. After Jon was done with the truck I was selling, I almost didn't want to get rid of it. He does such an amazing job; words cannot do justice. His attention to detail and customer service are beyond anything I've ever seen and are why I will continue to use At Your Curb. Don't waste your time shopping around, you won't find a better price for the superior service you will receive."
"1","The food lacked seasoning and the wait staff wasn't attentive, while the place wasn't very busy.\n\nI decided to walk across from my hotel and see what the local place could offer. I ordered the ribs, which were on special and came with a vegetable, salad or soup, and a potato or rice. Being on special I expected it to be something that they were good at. \n\nI ordered the soup and the potato was baked and loaded. Te soup was cabbage pastrami and was good, too hot, but overall decent flavor. Te pastrami wasn't apartment, but small chunks were in the soup. \n\nThe meal came and the vegetables were cauliflower, carrots, and broccoli. The were steamed and still had water on them, they were soft and had no seasoning. The potato was burnt on one side, the ladies consisted of a bit of cheese, a sampling of cold bacon, and a few chives. There were lots of ribs, however they were tough and had minimal flavor. The BBQ had a decent flavor, however it was just poured on and masked the dryness and no seasoning. \n\nTo top it off, I didn't get a drink refill after asking once my meal came and it took even longer to pay the bill. \n\nI had high hopes when I saw the decor, not happy with the outcome."
"2","Vous avez vraiment envie d'un bon sandwich \u00e0 la viande fum\u00e9e, mais vous n'avez pas le go\u00fbt d'attendre une heure en ligne devant le resto Chez Schwartz? (Non, ce n'est pas C\u00e9line derri\u00e8re la caisse...) Allez donc faire un petit tour du c\u00f4t\u00e9 de Qu\u00e9bec Smoked Meat \u00e0 la place!\n\nSitu\u00e9 sur la rue Centre, en plein coeur de Pointe Saint-Charles, ce tr\u00e9sor de petit magasin est rempli de riches viandes fum\u00e9es, de charcuteries, de fromages et de produits de l'Europe de l'Est. Il y a aussi des sandwichs au smoked meat chauds \u00e0 emporter, tr\u00e8s populaires le midi! Avec un gros cornichon et un Cott aux cerises noires, vous m'en direz des nouvelles!"
"1","I am hesitant to give this establish a bad review since I went on there on opening night, but I had such a bad experience that I can't muster up the kindness to give them anymore.\n\nI arrived there about 15 minutes before happy hour ended, which I thought was still plenty of time to get my drinks ordered. Since it was their grand opening, all their drinks were 3 for 1 until 7pm. I ordered a $9 martini and was given my drink along with 2 tickets/coupons that I was told could be used for the other 2 martinis and I could even use them at a later date if I didn't use them all tonight.  At first, I thought this was a great idea - it seemed like I was getting my 3 drinks, without having to order them all at once!  As it turns out (after I ordered 2 more $9 martinis) that these coupons can ONLY BE USED DURING HAPPY HOUR.  No one told us anything about that until it was time to pay, there were no signs posted, and it seemed that other customers were confused by this as well.  I spent an additional $20 on martinis (since I thought they were part of my three) that I wouldn't have otherwise. \n\nAside from the costly drink confusion, the food was mediocre at best.  The french fries were undercooked and we were charged $10 for our bland nachos, even though the menu stated $9. They also need more vegetarian options.  We sat around for a good 15 minutes before a server came to take our order. The drinks were weak - I had THREE martinis (don't judge me!) and felt the same way one Fez martini makes me feel.\n\nI still have my HAPPY HOUR ONLY coupons/tickets that I need to use - so, I guess I will go back.  I had high hopes for this restaurant, as is expected from the people that gave us Fez."
"1","This is a review for a breakfast from March 2013. While the food (with the exception of the burnt beignets) was excellent, the service was horrible. Don't know (or care) if my waitress was having a bad day, but she was nasty! She was argumentative, wouldn't refill my coffee (although I was able to ask other servers to do so), and wouldn't clear empty plates from the table. Incredibly disappointing for a Thomas Keller restaurant. Won't be back."
"2","Very good Hibachi Grill with friendly service!\n\nBeen here once on a busy FRIDAY night, and once on a quiet weekday lunch. Try to find a BOGO coupon in the Savings Books. The steak they use  is NY STRIP, and very tasty. Lunch portions are obviously smaller. We opted out of the All-U-Can-Eat Sushi and Hibachi grill lunch for $9.\n\n\nYou won't be disappointed. Serivce was a little slow, but that's the only negative."
"2","they have amazing red velvet cakes here! i loved their food."
"1","I wanted to like it, I really did.  Reasonably priced sushi, convenient location, menu with all the flavors of the rainbow (roll)?  I didn't even mind the former Pizza Hut layout.  What I DID mind was the 50 minute wait for a to-go order to be completed; when I called to place the order, I was told it would take 25 minutes.  We probably showed up after 30, and then proceeded to sit on a bench for another 20 minutes until the order was complete.  By the time we got our three (yes, only three) rolls home, the spider roll was cold and mushy.  The other two were fine (spicy salmon and rainbow), but after the long wait I think I was maybe just glad to be eating anything.  Provided you don't mind waiting for them to catch, debone and descale, and then finally make your dinner, Koishi is a decent option... but there's many other choices around town."
"2","Thanks Su Vino for contributing to a wonderful afternoon with my goddaughter.  She is an unemployed bartender who recently relocated to Phoenix.  She needed some instruction on wines to complete her resume.  We purchased a Groupon for a wine flight and appetizers.  I was leery after reading some of the reviews.  All I can say is they bent over backwards to assist us, explain things, answer questions, and make this a totally enjoyable experience.  Kudos to our server, Jackie, who really made Melanie feel special.  Their recommendations were spot on.  And the glass of bubbly on the house didn't hurt, either."
"2","Great food great service needs more of a selection I think but overall if your in Vegas defiantly try it"
"2","Hands down my favorite sushi place.  I've been going here for years!\n\nDefinitely order the all you can eat and don't forget that it includes ALL food items on the menu (apps, dessert, etc).  The fact that I can order a lychee sherbet, plum sherbet, AND red bean ice cream for dessert makes it so worth it. :)  Also make sure to check out the daily specials that are posted on the walls."
"2","Now that I have been to Vegas so many times that I know this mall like the back of my hand, I can appreciate its layout. I know where everything is and where I am no matter which corridor I ventured down. I love the variety of the stores in here. I look at a lot of the real high end stores and picture them as museums, with awesome artifacts and exhibits in the store front windows. You may catch some newly weds walking throughout the forum shop areas as they make their way to some of the nice restaurants in here, Spago or Joe's for example. I love their sephora, express, the club like atmosphere of their H&M, and the fun that I have at their MAC store. This is the only Gucci store that I look forward to shopping at. Yes, I'd go all the way to the Vegas location to shop at Gucci. The trevi fountain is a fun photo spot. The bat ray is always something I look forward to seeing, outside the NIKE store. There are tons of stores and so many different ways to get into trouble in here. This is one of the most amazing malls in the Vegas area."
"1","Very disappointing. Ordered delivery and Kabob was overcooked, appetizers were bland, pita was cheap, store bought kind."
"2","Awesome show!!! Fantastic show!! Thank you Recycled Percussion!  \n\nThis is my first time going to Las Vegas and I went with my mom and her older friends. I didn't know what to except when I went in since my mom's friends bought us the tickets when we booked our trip to Vegas. Sure I looked up some videos before I came to the show and it looked interesting enough but they did NO JUSTICE at all! \n\nThe whole experience alone was probably one of my best time in Vegas! No actually scratch that, it is one of the best time I've ever had at any show! I love going to different shows and performances and I've been to my fair handful kind of them too, and that is saying something for my friends and family.  They had a great interaction with the crowd and naturally all of them were like-able if not love-able! I won't spoil any surprises for anyone but you won't leave without a smile on your face! \n\nMy mom is coming back to Vegas with my dad in November and is going to take him to this show and I'm incredibly jealous! I might need to book a second trip just to be able to watch the show again! \n\nI'm kinda bummed I didn't get any merch since my group needed to leave right after. But all their profit of merchandise go to their own charity to fight against bullying. I'll just have to go again to purchase some!"
"1","Had a cupcake at the Foodie Fest on 11/02/12.  The cupcake I had had no flavor so I cant even tell you what it was called. When we bought them they were sitting out open on the table so it was kinda stale. And the size was super tiny...about three bites.  If there was any alcohol in them you couldn't tell...because  the cupcake had no taste.  I wouldn't waste my money if I see this food truck again"
"1","We had great experiences here several times, but our last experience was one that we won't be coming back.  We arrived around 9:30, when they close at 10.  Which most places means they seat until 10.  They seemed annoyed that we were there that late, reminding us of when they close right away.  The dish that I usually got and thought was the best I had ever had at a Thai restaurant, was suddenly the worst.  There was hardly any meat and instead of putting brocoli in it, it was littered with little stubs from the stalks.  It was basically a plate of few noodles and tons of little brocoli stems.  When they saw I didn't like it and I told them why, they just brushed it off and didn't do anything to resolve the issue.  Too bad, I really liked the place and had been there at least 10 times, and now never again.  Mostly because of how they didn't resolve my compliant.  There are other Thai restaurants, so long!"
"1","update: after the last visit to Cosmo that I wrote about, first one with new dog Cody, he did in fact get a skin infection on his feet- a nasty one too- despite the major soapy bath he got when we got home. \nWe'll really just not ever go back. It's a shame, but I'll pay for daycare when he needs to burn off some energy- it's a lot safer."
"1","Wally World sure does attract a lot of strange characters, like moths to a light!\n\nFirst off, parking is horrible here ... on any day, at any time I have struggled here.\nSecondly, it's crowded and loud. From people yelling on their phones, calling for their screaming, temper tantrum children and overrunning the aisles with their carts.\nThirdly, it's unorganized. Shelves can be seen unstocked, items all over the floor ...\nFinally, the service here is slow. Yes, the cashier are in no hurry to take their time.\n\nThe only reason I've ever come to Wal-Mart was to buy basic stuff for the apartment upon moving in and to look for scrubs which they didn't carry anything less than a Large or XLarge. Sure the prices here are dirt cheap, but the environment, clientele, service and quality of their items are questionable."
